Province,EMIS,Centre Name,Exam Number,Type of Achievement,Subj Code 1,Subj Name 1,Subj Code 2,Subj Name 2,Subj Code 3,Subj Name 3,Subj Code 4,Subj Name 4,Subj Code 5,Subj Name 5,Subj Code 6,Subj Name 6,Subj Code 7,Subj Name 7,Subj Code 8,Subj Name 8
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170099,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170100,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170101,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170102,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170103,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170104,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170105,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170106,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170108,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170109,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170110,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170111,Admission to Bachelor Degree,BSTD,Business Studies,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170112,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170113,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170115,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170116,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170117,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170118,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170119,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170120,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170121,Admission to Bachelor Degree,LIFE,Life Orientation,BSTD,Business Studies,ECON,Economics,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170122,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170123,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170124,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170127,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170128,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170130,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170131,Admission to Bachelor Degree,SETHL,Setswana Home Language,ENGFA,English First Additional,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170132,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170133,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170134,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170135,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170136,Admission to Bachelor Degree,MLIT,Mathematical Literacy,TRSM,Tourism,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170137,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170138,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170139,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170140,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170141,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170143,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170144,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170145,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170146,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170147,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170148,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170149,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170150,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170151,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170152,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170153,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170154,Admission to Bachelor Degree,LIFE,Life Orientation,BSTD,Business Studies,ECON,Economics,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170155,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170156,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170157,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170158,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170159,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170160,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170162,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170163,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170164,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170165,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170166,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170168,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170169,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170170,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170171,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170172,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111017,BOTLHABELO HIGH SCHOOL,9251110170173,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200001,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200002,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200003,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200004,Admission to Bachelor Degree,AFRHL,Afrikaans Home Language,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200005,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200006,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200007,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200008,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200009,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200010,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200011,Admission to Bachelor Degree,AFRHL,Afrikaans Home Language,ENGFA,English First Additional,LIFE,Life Orientation,TRSM,Tourism,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200012,Admission to Bachelor Degree,MLIT,Mathematical Literacy,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200013,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200014,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200015,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200016,Admission to Bachelor Degree,ENGFA,English First Additional,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200017,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,GEOG,Geography,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200018,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200019,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200020,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,GRDS,Engineering Graphics and,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200021,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200022,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200023,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200024,Admission to Bachelor Degree,AFRHL,Afrikaans Home Language,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200025,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200026,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200027,Admission to Bachelor Degree,ENGFA,English First Additional,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200028,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200029,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200030,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200031,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200032,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200033,Admission to Bachelor Degree,ENGFA,English First Additional,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200034,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200035,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200036,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200037,Admission to Bachelor Degree,MLIT,Mathematical Literacy,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200038,Admission to Diploma,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200039,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200040,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200041,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200042,Admission to Bachelor Degree,AFRHL,Afrikaans Home Language,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200043,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200044,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200046,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200047,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200048,Admission to Diploma,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200049,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200050,Admission to Bachelor Degree,ENGFA,English First Additional,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200051,Admission to Bachelor Degree,AFRHL,Afrikaans Home Language,ENGFA,English First Additional,MATH,Mathematics,LIFE,Life Orientation,ACCN,Accounting,INFT,Information Technology,PHSC,Physical Sciences,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200052,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200053,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200054,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200055,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200056,Admission to Bachelor Degree,ENGFA,English First Additional,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200057,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200058,Admission to Bachelor Degree,AFRHL,Afrikaans Home Language,ENGFA,English First Additional,LIFE,Life Orientation,GEOG,Geography,LFSC,Life Sciences,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200059,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200060,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200061,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200062,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200063,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200064,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200065,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200066,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200067,Admission to Bachelor Degree,ENGFA,English First Additional,MATH,Mathematics,LIFE,Life Orientation,CATN,Computer Applications Tec,INFT,Information Technology,LFSC,Life Sciences,PHSC,Physical Sciences,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200068,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200069,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200070,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200071,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200072,Admission to Bachelor Degree,ENGFA,English First Additional,MLIT,Mathematical Literacy,LIFE,Life Orientation,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200073,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200074,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200075,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200076,Admission to Bachelor Degree,AFRHL,Afrikaans Home Language,ENGFA,English First Additional,LIFE,Life Orientation,ACCN,Accounting,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200077,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200078,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200079,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200080,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200081,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200082,Admission to Bachelor Degree,MLIT,Mathematical Literacy,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200083,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200084,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200085,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200086,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200087,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200088,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200089,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200090,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200091,Admission to Bachelor Degree,ENGFA,English First Additional,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200092,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200093,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200094,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200095,Admission to Bachelor Degree,MLIT,Mathematical Literacy,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200096,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200097,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200098,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200099,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200100,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200101,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200102,Admission to Bachelor Degree,ENGFA,English First Additional,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200103,Admission to Bachelor Degree,ENGFA,English First Additional,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200104,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200105,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200106,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200107,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200108,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200109,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200110,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200111,Admission to Bachelor Degree,AFRHL,Afrikaans Home Language,ENGFA,English First Additional,LIFE,Life Orientation,GRDS,Engineering Graphics and,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200112,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,CATN,Computer Applications Tec,INFT,Information Technology,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200113,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200114,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200115,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200116,Admission to Bachelor Degree,LIFE,Life Orientation,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200117,Admission to Bachelor Degree,AFRHL,Afrikaans Home Language,ENGFA,English First Additional,MATH,Mathematics,LIFE,Life Orientation,ACCN,Accounting,INFT,Information Technology,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200118,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200119,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200120,Admission to Higher Certificate,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200121,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200122,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200123,Admission to Bachelor Degree,ENGFA,English First Additional,LIFE,Life Orientation,,,,,,,,,,,,
NORTH-WEST,9111020,BRITS HIGH SCHOOL,9251110200124,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111022,CENTRAL SECONDARY,9251110220001,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111022,CENTRAL SECONDARY,9251110220002,Admission to Bachelor Degree,MLIT,Mathematical Literacy,,,,,,,,,,,,,,
NORTH-WEST,9111022,CENTRAL SECONDARY,9251110220003,Admission to Diploma,,,,,,,,,,,,,,,,
NORTH-WEST,9111022,CENTRAL SECONDARY,9251110220004,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111022,CENTRAL SECONDARY,9251110220005,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111022,CENTRAL SECONDARY,9251110220006,Admission to Bachelor Degree,BSTD,Business Studies,,,,,,,,,,,,,,
NORTH-WEST,9111022,CENTRAL SECONDARY,9251110220007,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111022,CENTRAL SECONDARY,9251110220008,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111022,CENTRAL SECONDARY,9251110220009,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
NORTH-WEST,9111022,CENTRAL SECONDARY,9251110220010,Admission to Bachelor Degree,,,,,,,,,,,,,,,,
